mid_date,start_date,end_date,volume,elevation,alongshore_centroid_m,alongshore_start_m,alongshore_end_m,mop_centroid,mop_start,mop_end,width,height,vol_unc,month
2017-12-02,2017-10-04,2018-01-31,1.5033766856729753,7.19724525295551,65.74413598458005,65.13858691882342,66.57538465922698,637.068884473875,637.06825,637.0695,1.4367977404035628,2.5,0.08057128072991654,12
2017-12-02,2017-10-04,2018-01-31,4.7226286867802125,5.224021562835855,709.1124875491083,708.826703440398,709.5688715693541,644.0435367104287,644.04325,644.04375,0.7421681289561093,0.75,0.23057917850997336,12
2017-12-02,2017-10-04,2018-01-31,0.36145812284383033,7.345137859892183,725.7804526719317,725.5225905943662,726.2647587228566,644.0602586978933,644.06,644.0605,0.742168128490448,1.5,0.05272094094018359,12
2017-12-02,2017-10-04,2018-01-31,0.21625874733505457,22.53174778976167,1364.2657828655697,1364.0342840934172,1364.7673958111554,651.011236547567,651.011,651.0115,0.7331117177382112,0.75,0.040259230940788024,12
2017-12-02,2017-10-04,2018-01-31,3.066836144762188,10.884528396300208,1453.1392481414784,1452.8474140912294,1453.8158979192376,651.9393335100667,651.77525,652.0005,0.9684838280081749,1.0,0.14873812394757205,12
2017-12-02,2017-10-04,2018-01-31,0.6488628461135715,11.125,1453.572114362847,1453.572114362847,1453.8158979192376,652.0005,652.0005,652.0005,0.2437835563905537,0.5,0.02085803425029849,12
2017-12-02,2017-10-04,2018-01-31,1.52360810018016,19.354035861640927,1535.467731631237,1534.698153381236,1536.6220617820509,652.0858015846745,652.085,652.08675,1.9239084008149803,2.25,0.08862967878016953,12
2017-12-02,2017-10-04,2018-01-31,14.71527820637299,3.9953186117328197,1732.6639275136279,1730.60571849579,1734.5919568613172,654.0800623585884,654.078,654.08175,3.9862383655272424,2.25,0.20144216576241314,12
2017-12-02,2017-10-04,2018-01-31,3.745208990376836,4.220553671862211,1734.3047827538928,1733.5996823427267,1735.3404478230514,654.0817065219691,654.081,654.0825,1.740765480324626,1.25,0.18085029818524614,12
2017-12-02,2017-10-04,2018-01-31,3.532156179645985,3.317994798087709,1734.838620972872,1734.5976702924818,1735.3404478230514,654.0822414364632,654.082,654.0825,0.7427775305695832,1.0,0.03269303626309669,12
2017-12-02,2017-10-04,2018-01-31,0.20282627337793505,10.757777932693564,1763.7841430711057,1763.5317095229402,1764.2630601930432,655.0115088705649,655.01125,655.01175,0.7313506701029837,0.75,0.04342958241432908,12
2017-12-02,2017-10-04,2018-01-31,6.628832041169267,10.61430489309789,1966.702459495106,1966.3224079282954,1967.3001863169484,657.0261383387215,657.02575,657.0265,0.9777783886529505,1.5,0.08707891884595594,12
2017-12-02,2017-10-04,2018-01-31,10.073823410227812,23.05745722384491,2171.802471138178,2171.491054786369,2172.4548950958997,659.0323243664652,659.032,659.03275,0.9638403095304966,1.5,0.360241517460654,12
2017-12-02,2017-10-04,2018-01-31,5.091403119826659,23.166702926858868,2172.8785637454594,2172.211111539509,2173.6549906479195,659.0334452074479,659.03275,659.034,1.4438791084103286,1.5,0.2117292576612538,12
2017-12-02,2017-10-04,2018-01-31,1.4035431750105847,17.83916289499136,2231.6542027014348,2230.775755141396,2232.699671844486,659.0946649771078,659.09375,659.0955,1.9239167030900717,1.25,0.08055818136491545,12
2017-12-02,2017-10-04,2018-01-31,0.8303622026277916,15.408122128673167,2243.6840841475378,2243.1598976887763,2244.3285407861695,660.0033167741269,660.00275,660.00375,1.1686430973932147,1.0,0.05678607785159843,12
2017-12-02,2017-10-04,2018-01-31,0.4707624418343265,16.634908558984677,2243.8565896409696,2243.6223274595104,2244.3285407861695,660.003503294875,660.00325,660.00375,0.7062133266590536,1.0,0.04233606151875161,12
2017-12-02,2017-10-04,2018-01-31,2.8054801211140012,13.909115686153582,2247.3528761649704,2246.165690275375,2248.7216213005595,660.0072836400012,660.006,660.0085,2.555931025184691,2.5,0.10024062025952775,12
2017-12-02,2017-10-04,2018-01-31,0.3515644719371652,20.9256019231446,2246.0843011768434,2245.703260504175,2246.640688486863,660.0059119984871,660.0055,660.00625,0.9374279826879501,1.0,0.04802211588968953,12
2017-12-02,2017-10-04,2018-01-31,0.5417944489564005,21.085058126415525,2247.5559991034675,2247.0905488939025,2248.25919199083,660.0075032658353,660.007,660.008,1.1686430969275534,1.0,0.05055162652041116,12
2017-12-02,2017-10-04,2018-01-31,0.2485089959017391,13.466780113475421,2251.259850938474,2251.0212000990286,2251.7274134256877,660.0115080400905,660.01125,660.01175,0.7062133266590536,0.75,0.03817144789874283,12
2017-12-02,2017-10-04,2018-01-31,0.19379665234100715,17.783166788004962,2255.400301516757,2255.1830664207228,2255.889279516414,660.0159848845765,660.01575,660.01625,0.7062130956910551,0.75,0.035648617726212264,12
2017-12-02,2017-10-04,2018-01-31,10.888502955727109,8.52431738075982,2385.4513829650296,2385.125872049015,2386.063300947193,661.0606019567887,661.06025,661.061,0.937428898178041,1.75,0.10572184357252021,12
