mid_date,start_date,end_date,volume,elevation,alongshore_centroid_m,alongshore_start_m,alongshore_end_m,mop_centroid,mop_start,mop_end,width,height,vol_unc,month
2017-12-02,2017-10-04,2018-01-31,4.419898845738837,3.0966352070197125,395.714373197005,393.8715314073488,397.3307011038996,687.0437424930913,687.04175,687.04525,3.4591696965508163,1.5,0.07887788525777477,12
2017-12-02,2017-10-04,2018-01-31,0.044385752601137266,4.5,834.0688187293355,833.9290488446131,834.3823204142973,692.0256511186541,692.0255,692.02575,0.45327156968414783,0.25,0.017052521306735097,12
2017-12-02,2017-10-04,2018-01-31,0.14261054041841706,4.246222594174833,831.1462599883853,830.923119568266,831.6076165381819,692.0224912585513,692.02225,692.02275,0.6844969699159265,0.75,0.030633142589105475,12
2017-12-02,2017-10-04,2018-01-31,0.21056438451773904,4.996445118112479,813.0954599625694,812.887544831261,813.5720415706746,692.0029747970956,692.00275,692.00325,0.6844967394135892,0.75,0.04254089840615242,12
2017-12-02,2017-10-04,2018-01-31,0.19516231847600232,8.689666971678811,805.3572143899402,805.0634788884781,805.7655785535462,691.0988059403841,691.0985,691.099,0.70209966506809,0.75,0.05724553702293966,12
2017-12-02,2017-10-04,2018-01-31,0.12839209148542838,4.0,799.0628111767583,799.0628111767583,799.2848573466763,691.09225,691.09225,691.09225,0.2220461699180305,0.25,0.031669991016200494,12
2017-12-02,2017-10-04,2018-01-31,2.9758233560462846,4.350650536522178,798.4441421913256,797.8626774419099,799.2848573466763,691.0916056249531,691.091,691.09225,1.4221799047663808,1.0,0.13742151603885913,12
2017-12-02,2017-10-04,2018-01-31,0.25968649294631285,3.968208529897951,796.4240922883004,796.1824911758304,796.8845908399671,691.0895016397814,691.08925,691.08975,0.7020996641367674,0.75,0.032659306001557586,12
2017-12-02,2017-10-04,2018-01-31,0.10017118903123878,3.1591792734984714,777.9804026051041,777.7004355066456,778.6425611949526,691.0702916001899,691.07,691.07075,0.9421256883069873,0.5,0.024745856497957578,12
2017-12-02,2017-10-04,2018-01-31,0.35919309779098696,3.007007385093381,727.9798965660589,727.0548015115783,728.9570349100977,691.0182135333005,691.01725,691.019,1.9022333985194564,0.75,0.041158468027065354,12
