mid_date,start_date,end_date,volume,elevation,alongshore_centroid_m,alongshore_start_m,alongshore_end_m,width,height,vol_unc,month,qc_flag
2024-01-03,2023-12-13,2024-01-25,1170.7130811286331,5.880379603316271,1410.3324939453898,1318.405802121386,1492.1960486648604,173.7902465434745,10.75,1.313428454399311,1,real
2024-08-06,2024-07-23,2024-08-21,503.8732689493101,36.97981257543788,1882.122747672825,1874.8779505356215,1890.7802676996216,15.902317164000124,23.75,0.6771149423676981,8,real
2024-01-03,2023-12-13,2024-01-25,499.5958289625024,5.556522416741221,902.226676901954,849.1209567035548,957.5185758499427,108.39761914638802,10.5,0.9602368478030244,1,real
2018-09-22,2018-09-06,2018-10-08,218.30443996346807,39.28279218520589,1150.70666564489,1146.5193110043183,1157.2839253358543,10.764614331535997,18.0,0.5088570620648909,9,real
2018-08-22,2018-08-08,2018-09-06,212.48331010102208,39.13230295129865,1142.393735944613,1133.5528460550122,1152.1462691426275,18.59342308761552,14.25,0.4638033172494991,8,real
2024-01-03,2023-12-13,2024-01-25,149.1135593013284,6.267206202312394,1113.8051234477264,1082.1762860980816,1130.61704444699,48.440758348908275,9.25,0.5714833244666444,1,real
2024-02-23,2024-02-08,2024-03-09,120.704195402714,9.778670190848484,1401.3095440037544,1393.1700775003992,1408.879490613006,15.709413112606851,10.75,0.4924312166895461,2,real
2023-07-02,2023-06-16,2023-07-18,119.80480740065984,42.80222009477948,835.0046671892745,828.8882652660832,840.1024489914998,11.21418372541666,21.0,0.4552426043917634,7,real
2018-11-19,2018-11-05,2018-12-04,107.56340202163112,7.950464122835341,2223.3651631548473,2215.3869366203435,2235.336709605064,19.949772984720767,11.25,0.605635648376591,11,real
2023-11-29,2023-11-16,2023-12-13,106.77903374419115,4.347037186383547,1439.483865359697,1408.3854070538655,1471.488568095025,63.10316104115918,4.5,0.5418998405467548,11,real
2024-02-23,2024-02-08,2024-03-09,106.14177894987264,9.217039030381768,909.594980097726,897.3969888077118,920.0954917124473,22.698502904735506,12.0,0.4795588681612326,2,real
2021-04-27,2021-04-21,2021-05-04,95.57008333778862,4.459136150796711,272.6944840733493,255.0549043174833,289.03105757944286,33.97615326195955,4.75,0.4811923299511615,4,real
2020-03-23,2020-03-07,2020-04-08,92.9799306931577,29.90219580849171,580.2230889898619,576.8476513838395,584.0779373617843,7.230285977944732,3.5,0.3203983329282502,3,needs_check
